age,workclass,education,'marital status',race,sex,'Native Region',result
44,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
26,' Government',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
59,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
24,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
65,' Private',' pre-HS',' Seperated or Widowed',' Other',' Male',' US and Canada',' <=50K'
48,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
37,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
36,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
61,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
45,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
49,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
41,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
56,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
20,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
34,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
38,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
41,' Government',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
55,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
19,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
73,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
51,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Never-married',' White',' Female',' US and Canada',' >50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Government',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
55,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
38,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
39,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
50,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
45,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
44,' ?',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
61,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
30,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
65,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
53,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
37,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
37,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
61,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' Private',' College',' Never-married',' White',' Female',' Latin / South America',' <=50K'
44,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
20,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
40,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
44,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' College',' Never-married',' White',' Male',' Latin / South America',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
50,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
48,' ?',' College',' Married',' White',' Male',' US and Canada',' >50K'
38,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
53,' No Income',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
37,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
42,' Government',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' Black',' Female',' US and Canada',' >50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
41,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
28,' ?',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
57,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
35,' Private',' Higher Education',' Married',' White',' Male',' Asia',' <=50K'
21,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
38,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' No Income',' College',' Seperated or Widowed',' White',' Male',' Europe',' >50K'
51,' No Income',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
31,' Private',' College',' Never-married',' Black',' Male',' ?',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
29,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Never-married',' Asian-Pac-Islander',' Female',' Asia',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
48,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
74,' ?',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
51,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
46,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
48,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
59,' Private',' College',' Married',' White',' Female',' Latin / South America',' >50K'
30,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
37,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
45,' No Income',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
49,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Married',' White',' Male',' Europe',' <=50K'
61,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
33,' Private',' pre-HS',' Seperated or Widowed',' Black',' Male',' Latin / South America',' <=50K'
23,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
26,' Government',' College',' Never-married',' Other',' Male',' US and Canada',' <=50K'
18,' No Income',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
60,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
69,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
25,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
51,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
31,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
32,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
37,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' No Income',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
52,' Private',' College',' Seperated or Widowed',' Asian-Pac-Islander',' Female',' Asia',' >50K'
29,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
25,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' No Income',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
62,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
38,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
39,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
37,' Private',' pre-HS',' Married',' White',' Male',' ?',' <=50K'
24,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
52,' Government',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' ?',' >50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
47,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' pre-HS',' Never-married',' Black',' Male',' US and Canada',' <=50K'
41,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Female',' Europe',' <=50K'
43,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
42,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
42,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
52,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' No Income',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
36,' Private',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
39,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
36,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
62,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
51,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
45,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Married',' White',' Female',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' Other',' Male',' Latin / South America',' <=50K'
29,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
55,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
42,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
76,' ?',' College',' Married',' White',' Male',' US and Canada',' >50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
23,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
61,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
51,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
57,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' Higher Education',' Married',' Other',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
49,' ?',' College',' Married',' White',' Male',' Latin / South America',' <=50K'
58,' Government',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
25,' Private',' pre-HS',' Married',' White',' Female',' US and Canada',' <=50K'
50,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' >50K'
62,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Never-married',' Asian-Pac-Islander',' Female',' US and Canada',' >50K'
45,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Male',' Latin / South America',' <=50K'
57,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
58,' Government',' College',' Married',' Black',' Male',' US and Canada',' >50K'
31,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
28,' ?',' College',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
35,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
36,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
53,' Private',' College',' Seperated or Widowed',' Amer-Asian-Eskimo',' Female',' US and Canada',' <=50K'
24,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
87,' ?',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
49,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' ?',' <=50K'
65,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
50,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' Europe',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
55,' Private',' College',' Never-married',' Black',' Female',' ?',' <=50K'
26,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
61,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
30,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
28,' Private',' pre-HS',' Never-married',' Black',' Female',' US and Canada',' <=50K'
73,' ?',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' >50K'
44,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
61,' Government',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
61,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
25,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
18,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Male',' Latin / South America',' <=50K'
68,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
46,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
70,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
62,' Private',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
44,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
41,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
32,' Private',' College',' Married',' White',' Male',' Latin / South America',' <=50K'
39,' Private',' College',' Married',' Amer-Asian-Eskimo',' Female',' US and Canada',' <=50K'
36,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
47,' Government',' College',' Married',' Black',' Male',' US and Canada',' >50K'
44,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
57,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
71,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
70,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' Europe',' <=50K'
46,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
75,' Private',' College',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
23,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
38,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
54,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
59,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
42,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Female',' Europe',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
53,' No Income',' pre-HS',' Married',' White',' Male',' Europe',' >50K'
46,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
46,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
28,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
42,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
67,' ?',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Married',' Other',' Male',' US and Canada',' <=50K'
57,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' >50K'
61,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
26,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
60,' No Income',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
31,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
47,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
65,' Private',' Higher Education',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
33,' ?',' College',' Seperated or Widowed',' Amer-Asian-Eskimo',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' ?',' >50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
26,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
63,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
56,' Private',' College',' Married',' White',' Male',' ?',' <=50K'
